1¬Documento oficial¬¬&
2¬Documento de organización nacional¬¬&
3¬Documento de organización internacional¬¬&
4¬Documento académico¬¬&
5¬Información de medios de comunicación¬¬&
6¬Documento personal o privado¬¬
