1¬Violaciones a los derechos civiles y políticos¬&
2¬ Violaciones a los derechos económicos, sociales, culturales y ambientales ¬&
3¬ Violaciones a los derechos de grupos específicos                          ¬&
4¬ Violaciones a los derechos de los pueblos                                 ¬
