1¬Ejército mexicano¬5¬¬&
2¬Fuerza aérea¬5¬¬&
3¬Armada¬5¬¬&
4¬Institución federal de investigación penal¬7¬Ej. AFI¬&
5¬Institución federal de investigación pericial¬7¬¬&
6¬Institución estatal de investigación penal¬16¬Policía ministerial, policía judicial, etc.¬&
7¬Institución estatal de investigación pericial¬16¬¬
