1¬Puesto de control militar¬Se asume móvil o temporal. (Retenes militares)¬1¬&
2¬Cuartel militar¬¬1¬&
3¬Campo o base militar¬¬1¬&
4¬Estación de policía¬Instalaciones policiacas no dependientes del ministerio público. Ej. Separos de seguridad pública federal, estatal, municipal, comunitaria donde no exista un ministerio público¬2¬&
5¬Puesto de control policial¬Se asume móvil o temporal. (Retenes policiacos)¬2¬&
6¬Instalación de procuración de justicia¬Agencias del ministerio público y sus lugares de detención¬2¬&
7¬Estación migratoria¬¬3¬&
8¬Puesto de control migratorio¬Se asume móvil o temporal. (Retenes migratorios)¬3¬&
9¬CERESO¬¬5¬&
10¬CEFERESO¬¬5¬
